ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P4072_enhancer_mutagenesis_402_GtoC	enhancer_mutagenesis_402_GtoC	2024	5964	675	4079	2584	2664
P4073_enhancer_mutagenesis_402_GtoA	enhancer_mutagenesis_402_GtoA	662	1258	67	266	60	42
P4074_enhancer_mutagenesis_402_GtoT	enhancer_mutagenesis_402_GtoT	1102	1712	129	1728	117	88
P4075_enhancer_mutagenesis_402_GtoC	enhancer_mutagenesis_402_GtoC	102	157	100	756	57	15
P4076_enhancer_mutagenesis_402_GtoA	enhancer_mutagenesis_402_GtoA	2750	6648	651	4706	5188	2671
P4077_enhancer_mutagenesis_402_GtoT	enhancer_mutagenesis_402_GtoT	1322	2583	305	3107	2560	1241
P4078_enhancer_mutagenesis_402_GtoC	enhancer_mutagenesis_402_GtoC	1306	887	166	980	936	586
P4079_enhancer_mutagenesis_403_AtoT	enhancer_mutagenesis_403_AtoT	531	1333	247	1094	1208	661
P4080_enhancer_mutagenesis_403_AtoC	enhancer_mutagenesis_403_AtoC	2419	7534	2749	5645	4369	2365
P4081_enhancer_mutagenesis_403_AtoG	enhancer_mutagenesis_403_AtoG	1104	2363	227	2350	368	1499
P4082_enhancer_mutagenesis_403_AtoT	enhancer_mutagenesis_403_AtoT	1732	582	319	946	277	97
P4083_enhancer_mutagenesis_403_AtoC	enhancer_mutagenesis_403_AtoC	1012	3679	659	876	412	3716
P4084_enhancer_mutagenesis_403_AtoG	enhancer_mutagenesis_403_AtoG	12	12	32	0	1	0
P4085_enhancer_mutagenesis_403_AtoT	enhancer_mutagenesis_403_AtoT	1293	2457	641	3495	1879	2577
P4086_enhancer_mutagenesis_403_AtoC	enhancer_mutagenesis_403_AtoC	2975	2744	653	3508	3017	4540
P4087_enhancer_mutagenesis_403_AtoG	enhancer_mutagenesis_403_AtoG	2412	6617	1489	4948	4684	4031
P4088_enhancer_mutagenesis_404_CtoA	enhancer_mutagenesis_404_CtoA	921	2815	1171	2601	1371	1501
P4089_enhancer_mutagenesis_404_CtoT	enhancer_mutagenesis_404_CtoT	1184	1090	533	2270	2917	1318
P4090_enhancer_mutagenesis_404_CtoG	enhancer_mutagenesis_404_CtoG	1416	2077	1535	2930	1346	2013
P4091_enhancer_mutagenesis_404_CtoA	enhancer_mutagenesis_404_CtoA	682	233	295	54	75	1269
P4092_enhancer_mutagenesis_404_CtoT	enhancer_mutagenesis_404_CtoT	239	246	143	244	288	106
P4093_enhancer_mutagenesis_404_CtoG	enhancer_mutagenesis_404_CtoG	4956	2648	363	540	234	316
P4094_enhancer_mutagenesis_404_CtoA	enhancer_mutagenesis_404_CtoA	2210	4246	760	4203	6490	2704
P4095_enhancer_mutagenesis_404_CtoT	enhancer_mutagenesis_404_CtoT	3066	5384	425	7234	4068	6737
P4096_enhancer_mutagenesis_404_CtoG	enhancer_mutagenesis_404_CtoG	1763	2236	273	3812	1495	1598
P4097_enhancer_mutagenesis_406_TtoA	enhancer_mutagenesis_406_TtoA	0	22	29	9	4	1127
P4098_enhancer_mutagenesis_406_TtoC	enhancer_mutagenesis_406_TtoC	561	263	0	31	5	5
P4099_enhancer_mutagenesis_406_TtoG	enhancer_mutagenesis_406_TtoG	2828	614	198	99	94	36
P4100_enhancer_mutagenesis_406_TtoA	enhancer_mutagenesis_406_TtoA	1042	2127	290	809	1234	1249
P4101_enhancer_mutagenesis_406_TtoC	enhancer_mutagenesis_406_TtoC	2379	3837	368	4659	3738	1863
P4102_enhancer_mutagenesis_406_TtoG	enhancer_mutagenesis_406_TtoG	3730	4537	1703	4367	4343	4017
P4103_enhancer_mutagenesis_406_TtoA	enhancer_mutagenesis_406_TtoA	1839	3693	523	323	2225	113
P4104_enhancer_mutagenesis_406_TtoC	enhancer_mutagenesis_406_TtoC	85	942	100	135	170	47
P4105_enhancer_mutagenesis_406_TtoG	enhancer_mutagenesis_406_TtoG	322	2984	324	1090	118	165
P4106_enhancer_mutagenesis_407_AtoT	enhancer_mutagenesis_407_AtoT	42	777	16	161	318	14
P4107_enhancer_mutagenesis_407_AtoC	enhancer_mutagenesis_407_AtoC	569	895	132	1365	12	114
P4108_enhancer_mutagenesis_407_AtoG	enhancer_mutagenesis_407_AtoG	18	86	68	36	35	9
P4109_enhancer_mutagenesis_407_AtoT	enhancer_mutagenesis_407_AtoT	1314	2610	1124	4543	2987	1854
P4110_enhancer_mutagenesis_407_AtoC	enhancer_mutagenesis_407_AtoC	7740	2542	1457	1645	3028	2559
P4111_enhancer_mutagenesis_407_AtoG	enhancer_mutagenesis_407_AtoG	6	6	2	12	13	6
P4112_enhancer_mutagenesis_407_AtoT	enhancer_mutagenesis_407_AtoT	82	196	171	158	2874	63
P4113_enhancer_mutagenesis_407_AtoC	enhancer_mutagenesis_407_AtoC	874	477	99	130	103	12
P4114_enhancer_mutagenesis_407_AtoG	enhancer_mutagenesis_407_AtoG	430	2036	382	314	104	47
P4115_enhancer_mutagenesis_408_GtoA	enhancer_mutagenesis_408_GtoA	852	1076	128	137	38	214
P4116_enhancer_mutagenesis_408_GtoT	enhancer_mutagenesis_408_GtoT	0	1	0	0	0	0
P4117_enhancer_mutagenesis_408_GtoC	enhancer_mutagenesis_408_GtoC	71	1092	137	154	2429	231
P4118_enhancer_mutagenesis_408_GtoA	enhancer_mutagenesis_408_GtoA	3222	2859	578	1885	2274	2481
P4119_enhancer_mutagenesis_408_GtoT	enhancer_mutagenesis_408_GtoT	2774	4372	816	5424	3830	2222
P4120_enhancer_mutagenesis_408_GtoC	enhancer_mutagenesis_408_GtoC	1418	4728	684	2675	2081	1575
P4121_enhancer_mutagenesis_408_GtoA	enhancer_mutagenesis_408_GtoA	1443	596	443	1331	514	474
P4122_enhancer_mutagenesis_408_GtoT	enhancer_mutagenesis_408_GtoT	695	1356	544	669	565	414
P4123_enhancer_mutagenesis_408_GtoC	enhancer_mutagenesis_408_GtoC	2323	2613	143	328	117	108
P4124_enhancer_mutagenesis_409_GtoA	enhancer_mutagenesis_409_GtoA	2686	659	1905	1366	2799	275
P4125_enhancer_mutagenesis_409_GtoT	enhancer_mutagenesis_409_GtoT	852	1233	242	712	208	255
P4126_enhancer_mutagenesis_409_GtoC	enhancer_mutagenesis_409_GtoC	779	187	79	177	114	218
P4127_enhancer_mutagenesis_409_GtoA	enhancer_mutagenesis_409_GtoA	5714	4006	692	3688	5519	3192
P4128_enhancer_mutagenesis_409_GtoT	enhancer_mutagenesis_409_GtoT	989	2035	545	1304	2652	2346
P4129_enhancer_mutagenesis_409_GtoC	enhancer_mutagenesis_409_GtoC	1359	2842	483	3571	1115	1127
P4130_enhancer_mutagenesis_409_GtoA	enhancer_mutagenesis_409_GtoA	4278	8216	1678	10188	9270	5949
P4131_enhancer_mutagenesis_409_GtoT	enhancer_mutagenesis_409_GtoT	6927	4079	557	7040	4598	4242
P4132_enhancer_mutagenesis_409_GtoC	enhancer_mutagenesis_409_GtoC	1902	4986	836	3868	4382	2839
P4133_enhancer_mutagenesis_410_GtoA	enhancer_mutagenesis_410_GtoA	869	672	264	2294	316	155
P4134_enhancer_mutagenesis_410_GtoT	enhancer_mutagenesis_410_GtoT	1407	2097	299	684	589	1631
P4135_enhancer_mutagenesis_410_GtoC	enhancer_mutagenesis_410_GtoC	189	315	1162	270	134	128
P4136_enhancer_mutagenesis_410_GtoA	enhancer_mutagenesis_410_GtoA	4506	4960	727	5526	2581	2768
P4137_enhancer_mutagenesis_410_GtoT	enhancer_mutagenesis_410_GtoT	1833	4076	528	4659	2159	1835
P4138_enhancer_mutagenesis_410_GtoC	enhancer_mutagenesis_410_GtoC	1877	2792	292	1944	1915	974
P4139_enhancer_mutagenesis_410_GtoA	enhancer_mutagenesis_410_GtoA	1823	2241	914	4286	1706	2947
P4140_enhancer_mutagenesis_410_GtoT	enhancer_mutagenesis_410_GtoT	2092	3643	1287	6135	3923	2675
P4141_enhancer_mutagenesis_410_GtoC	enhancer_mutagenesis_410_GtoC	3901	4654	773	8492	4492	3492
P4142_enhancer_mutagenesis_411_GtoA	enhancer_mutagenesis_411_GtoA	1764	3076	296	3620	4750	1560
P4143_enhancer_mutagenesis_411_GtoT	enhancer_mutagenesis_411_GtoT	1635	2036	450	2583	3112	3080
P4144_enhancer_mutagenesis_411_GtoC	enhancer_mutagenesis_411_GtoC	2002	2205	943	5561	3523	3310
P4145_enhancer_mutagenesis_411_GtoA	enhancer_mutagenesis_411_GtoA	4557	4588	779	4686	4584	6025
P4146_enhancer_mutagenesis_411_GtoT	enhancer_mutagenesis_411_GtoT	611	1348	172	1458	409	546
P4147_enhancer_mutagenesis_411_GtoC	enhancer_mutagenesis_411_GtoC	2231	2217	590	2888	1631	1369
P4148_enhancer_mutagenesis_411_GtoA	enhancer_mutagenesis_411_GtoA	169	87	84	135	221	329
P4149_enhancer_mutagenesis_411_GtoT	enhancer_mutagenesis_411_GtoT	877	2036	499	263	342	121
P4150_enhancer_mutagenesis_411_GtoC	enhancer_mutagenesis_411_GtoC	10	36	8	1	24	2
P4151_enhancer_mutagenesis_412_AtoT	enhancer_mutagenesis_412_AtoT	2090	3901	783	2616	1225	1385
P4152_enhancer_mutagenesis_412_AtoC	enhancer_mutagenesis_412_AtoC	3066	5011	789	7786	4802	3047
P4153_enhancer_mutagenesis_412_AtoG	enhancer_mutagenesis_412_AtoG	2394	3699	339	2399	2049	2073
P4154_enhancer_mutagenesis_412_AtoT	enhancer_mutagenesis_412_AtoT	986	2739	1557	4451	3372	5128
P4155_enhancer_mutagenesis_412_AtoC	enhancer_mutagenesis_412_AtoC	6494	2581	265	3489	2726	2917
P4156_enhancer_mutagenesis_412_AtoG	enhancer_mutagenesis_412_AtoG	5325	8078	739	8442	6820	5952
P4157_enhancer_mutagenesis_412_AtoT	enhancer_mutagenesis_412_AtoT	1285	2308	148	495	1740	1772
P4158_enhancer_mutagenesis_412_AtoC	enhancer_mutagenesis_412_AtoC	329	502	411	557	441	378
P4159_enhancer_mutagenesis_412_AtoG	enhancer_mutagenesis_412_AtoG	405	316	376	1350	3141	236
P4160_enhancer_mutagenesis_413_GtoA	enhancer_mutagenesis_413_GtoA	923	2636	343	2922	1426	1249
P4161_enhancer_mutagenesis_413_GtoT	enhancer_mutagenesis_413_GtoT	4893	8253	1682	8367	9586	6639
P4162_enhancer_mutagenesis_413_GtoC	enhancer_mutagenesis_413_GtoC	3973	4042	1140	8405	2722	4651
P4163_enhancer_mutagenesis_413_GtoA	enhancer_mutagenesis_413_GtoA	2385	5317	1008	5855	2887	2594
P4164_enhancer_mutagenesis_413_GtoT	enhancer_mutagenesis_413_GtoT	2683	3315	901	3196	3976	1708
P4165_enhancer_mutagenesis_413_GtoC	enhancer_mutagenesis_413_GtoC	1716	4105	838	5826	3977	2981
P4166_enhancer_mutagenesis_413_GtoA	enhancer_mutagenesis_413_GtoA	772	941	274	406	448	106
P4167_enhancer_mutagenesis_413_GtoT	enhancer_mutagenesis_413_GtoT	1025	541	281	1009	523	209
P4168_enhancer_mutagenesis_413_GtoC	enhancer_mutagenesis_413_GtoC	629	375	169	1330	600	398
P4169_enhancer_mutagenesis_414_GtoA	enhancer_mutagenesis_414_GtoA	3233	4005	844	3494	2087	1894
P4170_enhancer_mutagenesis_414_GtoT	enhancer_mutagenesis_414_GtoT	2897	6881	733	1852	1435	3181
P4171_enhancer_mutagenesis_414_GtoC	enhancer_mutagenesis_414_GtoC	3894	7681	1481	4347	2134	5280
P4172_enhancer_mutagenesis_414_GtoA	enhancer_mutagenesis_414_GtoA	13389	6821	1516	15889	8029	6532
P4173_enhancer_mutagenesis_414_GtoT	enhancer_mutagenesis_414_GtoT	4218	5209	1040	6498	5786	7332
P4174_enhancer_mutagenesis_414_GtoC	enhancer_mutagenesis_414_GtoC	1437	3263	521	4210	2319	2650
P4175_enhancer_mutagenesis_414_GtoA	enhancer_mutagenesis_414_GtoA	57	97	120	236	265	59
P4176_enhancer_mutagenesis_414_GtoT	enhancer_mutagenesis_414_GtoT	303	1326	205	667	3074	192
P4177_enhancer_mutagenesis_414_GtoC	enhancer_mutagenesis_414_GtoC	282	2531	896	681	3783	2067
P4178_enhancer_mutagenesis_415_AtoT	enhancer_mutagenesis_415_AtoT	1629	2488	209	530	1257	829
P4179_enhancer_mutagenesis_415_AtoC	enhancer_mutagenesis_415_AtoC	5720	7606	860	6333	2630	3697
P4180_enhancer_mutagenesis_415_AtoG	enhancer_mutagenesis_415_AtoG	6108	4295	621	2931	5736	1793
P4181_enhancer_mutagenesis_415_AtoT	enhancer_mutagenesis_415_AtoT	4047	8115	1628	6779	3897	3233
P4182_enhancer_mutagenesis_415_AtoC	enhancer_mutagenesis_415_AtoC	3320	5759	1177	5195	7997	2232
P4183_enhancer_mutagenesis_415_AtoG	enhancer_mutagenesis_415_AtoG	2691	2479	672	4710	3122	2645
P4184_enhancer_mutagenesis_415_AtoT	enhancer_mutagenesis_415_AtoT	526	1722	359	3756	513	397
P4185_enhancer_mutagenesis_415_AtoC	enhancer_mutagenesis_415_AtoC	1877	2552	425	1102	1072	572
P4186_enhancer_mutagenesis_415_AtoG	enhancer_mutagenesis_415_AtoG	726	2764	180	559	617	1869
P4187_enhancer_mutagenesis_416_CtoA	enhancer_mutagenesis_416_CtoA	1134	1749	103	849	197	566
P4188_enhancer_mutagenesis_416_CtoT	enhancer_mutagenesis_416_CtoT	4849	9408	1167	6352	6909	3034
P4189_enhancer_mutagenesis_416_CtoG	enhancer_mutagenesis_416_CtoG	1561	2760	844	3650	1112	1386
P4190_enhancer_mutagenesis_416_CtoA	enhancer_mutagenesis_416_CtoA	2308	3984	744	5487	3062	2966
P4191_enhancer_mutagenesis_416_CtoT	enhancer_mutagenesis_416_CtoT	2698	7104	621	4281	6147	2897
P4192_enhancer_mutagenesis_416_CtoG	enhancer_mutagenesis_416_CtoG	3660	5480	1148	6800	5610	3339
P4193_enhancer_mutagenesis_416_CtoA	enhancer_mutagenesis_416_CtoA	908	2192	1716	1678	1305	1405
P4194_enhancer_mutagenesis_416_CtoT	enhancer_mutagenesis_416_CtoT	89	500	557	729	322	179
P4195_enhancer_mutagenesis_416_CtoG	enhancer_mutagenesis_416_CtoG	1975	2494	900	1651	2090	1176
P4196_enhancer_mutagenesis_417_CtoA	enhancer_mutagenesis_417_CtoA	1777	1566	700	1751	424	784
P4197_enhancer_mutagenesis_417_CtoT	enhancer_mutagenesis_417_CtoT	1200	896	170	883	1245	270
P4198_enhancer_mutagenesis_417_CtoG	enhancer_mutagenesis_417_CtoG	8192	9323	1606	5985	3129	2847
P4199_enhancer_mutagenesis_417_CtoA	enhancer_mutagenesis_417_CtoA	163	316	223	307	291	98
P4200_enhancer_mutagenesis_417_CtoT	enhancer_mutagenesis_417_CtoT	2457	3421	690	1349	1156	1937
P4201_enhancer_mutagenesis_417_CtoG	enhancer_mutagenesis_417_CtoG	1063	775	307	1736	582	528
P4202_enhancer_mutagenesis_417_CtoA	enhancer_mutagenesis_417_CtoA	4110	8948	1703	4575	5152	3983
P4203_enhancer_mutagenesis_417_CtoT	enhancer_mutagenesis_417_CtoT	3544	6869	1205	2494	1334	2219
P4204_enhancer_mutagenesis_417_CtoG	enhancer_mutagenesis_417_CtoG	10770	17372	3721	10102	4819	6187
P4205_enhancer_mutagenesis_418_CtoA	enhancer_mutagenesis_418_CtoA	6166	6512	1556	3075	1353	3793
P4206_enhancer_mutagenesis_418_CtoT	enhancer_mutagenesis_418_CtoT	3784	5771	757	3870	3216	1723
P4207_enhancer_mutagenesis_418_CtoG	enhancer_mutagenesis_418_CtoG	4308	6491	930	6149	5396	2364
P4208_enhancer_mutagenesis_418_CtoA	enhancer_mutagenesis_418_CtoA	842	574	487	589	1160	3658
P4209_enhancer_mutagenesis_418_CtoT	enhancer_mutagenesis_418_CtoT	492	1294	393	466	397	292
P4210_enhancer_mutagenesis_418_CtoG	enhancer_mutagenesis_418_CtoG	716	1859	409	821	5067	206
P4211_enhancer_mutagenesis_418_CtoA	enhancer_mutagenesis_418_CtoA	1289	2676	414	830	1868	222
P4212_enhancer_mutagenesis_418_CtoT	enhancer_mutagenesis_418_CtoT	6380	2269	397	1003	114	1161
P4213_enhancer_mutagenesis_418_CtoG	enhancer_mutagenesis_418_CtoG	5678	8030	1677	5703	2158	4291
P4214_enhancer_mutagenesis_419_GtoA	enhancer_mutagenesis_419_GtoA	2617	5244	933	4626	4316	3050
P4215_enhancer_mutagenesis_419_GtoT	enhancer_mutagenesis_419_GtoT	5014	6450	1978	8060	4828	6798
P4216_enhancer_mutagenesis_419_GtoC	enhancer_mutagenesis_419_GtoC	2538	5263	2183	4824	2603	2271
P4217_enhancer_mutagenesis_419_GtoA	enhancer_mutagenesis_419_GtoA	1135	415	312	384	551	325
P4218_enhancer_mutagenesis_419_GtoT	enhancer_mutagenesis_419_GtoT	476	2241	162	560	763	278
P4219_enhancer_mutagenesis_419_GtoC	enhancer_mutagenesis_419_GtoC	640	1571	378	1765	549	372
P4220_enhancer_mutagenesis_419_GtoA	enhancer_mutagenesis_419_GtoA	1503	2524	665	165	39	394
P4221_enhancer_mutagenesis_419_GtoT	enhancer_mutagenesis_419_GtoT	4010	5226	994	1147	437	83
P4222_enhancer_mutagenesis_419_GtoC	enhancer_mutagenesis_419_GtoC	3230	7179	1101	2403	1514	1968
P4223_enhancer_mutagenesis_420_AtoT	enhancer_mutagenesis_420_AtoT	4010	7290	1076	4730	2194	4321
P4224_enhancer_mutagenesis_420_AtoC	enhancer_mutagenesis_420_AtoC	1296	3456	1051	3436	1992	3111
P4225_enhancer_mutagenesis_420_AtoG	enhancer_mutagenesis_420_AtoG	2435	6966	671	4712	4209	2766
P4226_enhancer_mutagenesis_420_AtoT	enhancer_mutagenesis_420_AtoT	168	1327	193	200	233	1259
P4227_enhancer_mutagenesis_420_AtoC	enhancer_mutagenesis_420_AtoC	1699	903	384	862	637	216
P4228_enhancer_mutagenesis_420_AtoG	enhancer_mutagenesis_420_AtoG	1081	1265	166	246	1809	919
P4229_enhancer_mutagenesis_420_AtoT	enhancer_mutagenesis_420_AtoT	1393	1018	262	503	182	171
P4230_enhancer_mutagenesis_420_AtoC	enhancer_mutagenesis_420_AtoC	4204	5599	1409	2281	2967	1027
P4231_enhancer_mutagenesis_420_AtoG	enhancer_mutagenesis_420_AtoG	767	1467	470	1034	159	74
P4232_enhancer_mutagenesis_421_GtoA	enhancer_mutagenesis_421_GtoA	501	1348	423	580	355	297
P4233_enhancer_mutagenesis_421_GtoT	enhancer_mutagenesis_421_GtoT	2132	3478	405	2440	1077	1276
P4234_enhancer_mutagenesis_421_GtoC	enhancer_mutagenesis_421_GtoC	1526	1866	494	569	2798	801
P4235_enhancer_mutagenesis_421_GtoA	enhancer_mutagenesis_421_GtoA	794	445	89	985	225	59
P4236_enhancer_mutagenesis_421_GtoT	enhancer_mutagenesis_421_GtoT	712	1351	188	712	291	1682
P4237_enhancer_mutagenesis_421_GtoC	enhancer_mutagenesis_421_GtoC	3289	2908	249	1101	1268	1505
P4238_enhancer_mutagenesis_421_GtoA	enhancer_mutagenesis_421_GtoA	671	1580	348	166	27	2180
P4239_enhancer_mutagenesis_421_GtoT	enhancer_mutagenesis_421_GtoT	2609	5379	507	789	432	377
P4240_enhancer_mutagenesis_421_GtoC	enhancer_mutagenesis_421_GtoC	1027	569	813	183	319	413
P4241_enhancer_mutagenesis_422_GtoA	enhancer_mutagenesis_422_GtoA	5242	1321	191	244	88	204
P4242_enhancer_mutagenesis_422_GtoT	enhancer_mutagenesis_422_GtoT	1895	2630	418	4210	362	181
P4243_enhancer_mutagenesis_422_GtoC	enhancer_mutagenesis_422_GtoC	684	1643	232	3389	679	1554
P4244_enhancer_mutagenesis_422_GtoA	enhancer_mutagenesis_422_GtoA	2123	3715	1536	1176	1010	1505
P4245_enhancer_mutagenesis_422_GtoT	enhancer_mutagenesis_422_GtoT	2061	1862	624	840	860	159
P4246_enhancer_mutagenesis_422_GtoC	enhancer_mutagenesis_422_GtoC	1373	1829	1359	466	243	235
P4247_enhancer_mutagenesis_422_GtoA	enhancer_mutagenesis_422_GtoA	998	1181	462	448	691	3979
P4248_enhancer_mutagenesis_422_GtoT	enhancer_mutagenesis_422_GtoT	1763	1617	813	1597	759	553
P4249_enhancer_mutagenesis_422_GtoC	enhancer_mutagenesis_422_GtoC	1923	237	114	339	324	1717
P4250_enhancer_mutagenesis_423_CtoA	enhancer_mutagenesis_423_CtoA	329	779	364	402	543	59
P4251_enhancer_mutagenesis_423_CtoT	enhancer_mutagenesis_423_CtoT	583	1352	399	1007	19	95
P4252_enhancer_mutagenesis_423_CtoG	enhancer_mutagenesis_423_CtoG	131	1130	19	30	5	222
P4253_enhancer_mutagenesis_423_CtoA	enhancer_mutagenesis_423_CtoA	6999	3988	1923	887	4173	7713
P4254_enhancer_mutagenesis_423_CtoT	enhancer_mutagenesis_423_CtoT	843	3408	604	1145	724	2413
P4255_enhancer_mutagenesis_423_CtoG	enhancer_mutagenesis_423_CtoG	2110	4025	3029	1678	2107	3978
P4256_enhancer_mutagenesis_423_CtoA	enhancer_mutagenesis_423_CtoA	377	1816	546	2124	760	398
P4257_enhancer_mutagenesis_423_CtoT	enhancer_mutagenesis_423_CtoT	1425	2639	638	917	1180	3898
P4258_enhancer_mutagenesis_423_CtoG	enhancer_mutagenesis_423_CtoG	190	89	167	393	116	186
P4259_enhancer_mutagenesis_424_AtoT	enhancer_mutagenesis_424_AtoT	23424	12478	1366	20615	5823	17550
P4260_enhancer_mutagenesis_424_AtoC	enhancer_mutagenesis_424_AtoC	678	2356	438	2011	274	2190
P4261_enhancer_mutagenesis_424_AtoG	enhancer_mutagenesis_424_AtoG	152	226	87	440	110	50
P4262_enhancer_mutagenesis_424_AtoT	enhancer_mutagenesis_424_AtoT	943	2586	643	1016	727	1828
P4263_enhancer_mutagenesis_424_AtoC	enhancer_mutagenesis_424_AtoC	836	985	366	512	462	349
P4264_enhancer_mutagenesis_424_AtoG	enhancer_mutagenesis_424_AtoG	2869	4204	986	2767	1510	2355
P4265_enhancer_mutagenesis_424_AtoT	enhancer_mutagenesis_424_AtoT	550	695	225	444	1144	477
P4266_enhancer_mutagenesis_424_AtoC	enhancer_mutagenesis_424_AtoC	4997	2582	642	2723	14787	1053
P4267_enhancer_mutagenesis_424_AtoG	enhancer_mutagenesis_424_AtoG	7929	4014	561	4736	2390	1575
P4268_enhancer_mutagenesis_425_GtoA	enhancer_mutagenesis_425_GtoA	1862	1238	705	1845	1578	3428
P4269_enhancer_mutagenesis_425_GtoT	enhancer_mutagenesis_425_GtoT	2382	1569	356	1638	551	1760
P4270_enhancer_mutagenesis_425_GtoC	enhancer_mutagenesis_425_GtoC	128	196	41	88	73	1217
P4271_enhancer_mutagenesis_425_GtoA	enhancer_mutagenesis_425_GtoA	851	2833	288	1766	851	1814
P4272_enhancer_mutagenesis_425_GtoT	enhancer_mutagenesis_425_GtoT	318	813	120	416	55	416
P4273_enhancer_mutagenesis_425_GtoC	enhancer_mutagenesis_425_GtoC	736	1439	361	371	3645	241
P4274_enhancer_mutagenesis_425_GtoA	enhancer_mutagenesis_425_GtoA	1704	1807	387	720	979	4168
P4275_enhancer_mutagenesis_425_GtoT	enhancer_mutagenesis_425_GtoT	213	594	267	225	176	31
P4276_enhancer_mutagenesis_425_GtoC	enhancer_mutagenesis_425_GtoC	707	1528	219	4155	3438	2260
P4277_enhancer_mutagenesis_426_TtoA	enhancer_mutagenesis_426_TtoA	317	310	91	110	119	38
P4278_enhancer_mutagenesis_426_TtoC	enhancer_mutagenesis_426_TtoC	1785	2570	1009	1183	1339	1645
P4279_enhancer_mutagenesis_426_TtoG	enhancer_mutagenesis_426_TtoG	685	205	22	124	223	76
P4280_enhancer_mutagenesis_426_TtoA	enhancer_mutagenesis_426_TtoA	840	1131	163	2764	135	556
P4281_enhancer_mutagenesis_426_TtoC	enhancer_mutagenesis_426_TtoC	238	1455	252	1280	693	2256
P4282_enhancer_mutagenesis_426_TtoG	enhancer_mutagenesis_426_TtoG	730	1700	548	1703	3709	350
P4283_enhancer_mutagenesis_426_TtoA	enhancer_mutagenesis_426_TtoA	1605	1173	410	1221	723	2161
P4284_enhancer_mutagenesis_426_TtoC	enhancer_mutagenesis_426_TtoC	353	2370	188	813	204	83
P4285_enhancer_mutagenesis_426_TtoG	enhancer_mutagenesis_426_TtoG	2991	2818	863	1136	557	3385
P4286_enhancer_mutagenesis_427_TtoA	enhancer_mutagenesis_427_TtoA	648	464	373	1634	819	168
P4287_enhancer_mutagenesis_427_TtoC	enhancer_mutagenesis_427_TtoC	548	1405	267	793	183	3040
P4288_enhancer_mutagenesis_427_TtoG	enhancer_mutagenesis_427_TtoG	289	2	4	17	0	7
P4289_enhancer_mutagenesis_427_TtoA	enhancer_mutagenesis_427_TtoA	877	468	312	1357	451	1872
P4290_enhancer_mutagenesis_427_TtoC	enhancer_mutagenesis_427_TtoC	195	527	276	148	835	143
P4291_enhancer_mutagenesis_427_TtoG	enhancer_mutagenesis_427_TtoG	2556	2171	751	4093	4092	2601
P4292_enhancer_mutagenesis_427_TtoA	enhancer_mutagenesis_427_TtoA	1701	2980	1019	2419	1605	568
P4293_enhancer_mutagenesis_427_TtoC	enhancer_mutagenesis_427_TtoC	1700	3434	533	748	622	3746
P4294_enhancer_mutagenesis_427_TtoG	enhancer_mutagenesis_427_TtoG	2499	2900	1105	2955	820	731
P4295_enhancer_mutagenesis_428_GtoA	enhancer_mutagenesis_428_GtoA	96	261	248	308	228	130
P4296_enhancer_mutagenesis_428_GtoT	enhancer_mutagenesis_428_GtoT	16	131	0	228	431	3277
P4297_enhancer_mutagenesis_428_GtoC	enhancer_mutagenesis_428_GtoC	1551	1132	175	978	3643	318
P4298_enhancer_mutagenesis_428_GtoA	enhancer_mutagenesis_428_GtoA	624	744	277	436	522	2645
P4299_enhancer_mutagenesis_428_GtoT	enhancer_mutagenesis_428_GtoT	3473	3054	836	4065	3638	7789
P4300_enhancer_mutagenesis_428_GtoC	enhancer_mutagenesis_428_GtoC	1406	2148	299	484	1346	1906
P4301_enhancer_mutagenesis_428_GtoA	enhancer_mutagenesis_428_GtoA	2856	4032	1086	1374	1465	1809
P4302_enhancer_mutagenesis_428_GtoT	enhancer_mutagenesis_428_GtoT	791	827	448	292	157	265
P4303_enhancer_mutagenesis_428_GtoC	enhancer_mutagenesis_428_GtoC	412	829	230	179	422	101
P4304_enhancer_mutagenesis_429_CtoA	enhancer_mutagenesis_429_CtoA	914	1939	203	898	296	185
P4305_enhancer_mutagenesis_429_CtoT	enhancer_mutagenesis_429_CtoT	1411	2774	218	646	934	426
P4306_enhancer_mutagenesis_429_CtoG	enhancer_mutagenesis_429_CtoG	1366	1209	353	676	9525	247
P4307_enhancer_mutagenesis_429_CtoA	enhancer_mutagenesis_429_CtoA	455	1087	199	137	450	256
P4308_enhancer_mutagenesis_429_CtoT	enhancer_mutagenesis_429_CtoT	714	767	438	368	452	262
P4309_enhancer_mutagenesis_429_CtoG	enhancer_mutagenesis_429_CtoG	2972	3644	820	2783	2601	3285
P4310_enhancer_mutagenesis_429_CtoA	enhancer_mutagenesis_429_CtoA	3217	1651	597	1154	1464	70
P4311_enhancer_mutagenesis_429_CtoT	enhancer_mutagenesis_429_CtoT	94	245	117	152	28	2
P4312_enhancer_mutagenesis_429_CtoG	enhancer_mutagenesis_429_CtoG	5327	2256	810	1714	1649	985
P4313_enhancer_mutagenesis_430_CtoA	enhancer_mutagenesis_430_CtoA	991	1488	323	1847	3313	4718
P4314_enhancer_mutagenesis_430_CtoT	enhancer_mutagenesis_430_CtoT	535	713	275	997	860	177
P4315_enhancer_mutagenesis_430_CtoG	enhancer_mutagenesis_430_CtoG	513	453	30	183	411	247
